chr	start	end	length	abs_summit	pileup	-logp	fold_enrichment	-logq	name
7	140364268	140364304	37	140364275	6.57	7.25146	5.71552	3.86127	rna_meth_peak_22285
7	140369782	140369834	53	140369823	6.57	8.64976	6.29853	5.02284	rna_meth_peak_22286
7	140398286	140398339	54	140398318	12.2	10.19656	6.59825	6.31333	rna_meth_peak_22287
7	140680894	140680934	41	140680932	7.51	7.42374	5.79397	4.0076	rna_meth_peak_22288
7	140687274	140687342	69	140687286	12.2	7.8337	5.10701	4.3533	rna_meth_peak_22289
7	140689472	140689544	73	140689492	11.26	9.5893	6.45174	5.80625	rna_meth_peak_22290
7	140696872	140696973	102	140696900	29.08	12.50159	4.62261	8.24008	rna_meth_peak_22291
7	140702720	140702829	110	140702757	20.64	12.67579	6.34239	8.38544	rna_meth_peak_22292
7	140703045	140703164	120	140703078	21.58	13.51145	6.54827	9.08877	rna_meth_peak_22293
7	140704700	140704787	88	140704725	25.33	22.07371	10.19009	16.39336	rna_meth_peak_22294
7	140706389	140706483	95	140706424	18.76	20.501	11.73626	15.02664	rna_meth_peak_22295
7	141611375	141611432	58	141611400	7.51	7.18008	5.65528	3.80411	rna_meth_peak_22296
7	141615675	141615735	61	141615708	8.44	10.53765	7.33209	6.59248	rna_meth_peak_22297
7	141621579	141621617	39	141621589	10.32	13.16596	8.57325	8.79918	rna_meth_peak_22298
7	141621920	141621955	36	141621928	9.38	11.35435	7.73616	7.27949	rna_meth_peak_22299
7	141641103	141641140	38	141641136	11.26	7.97917	5.42403	4.47336	rna_meth_peak_22300
7	141641982	141642071	90	141641997	9.38	8.2699	6.036	4.716	rna_meth_peak_22301
7	141738528	141738601	74	141738547	19.7	10.08017	5.17551	6.21953	rna_meth_peak_22302
7	141739297	141739349	53	141739328	25.33	16.79239	7.25777	11.84997	rna_meth_peak_22303
7	141742349	141742393	45	141742375	20.64	14.57422	7.42324	9.97401	rna_meth_peak_22304
7	141743737	141743837	101	141743748	34.71	13.66696	4.55525	9.21411	rna_meth_peak_22305
7	141744098	141744140	43	141744125	21.58	8.72856	4.1874	5.08454	rna_meth_peak_22306
7	141745382	141745418	37	141745401	21.58	13.38684	6.48061	8.98384	rna_meth_peak_22307
7	141745667	141745704	38	141745679	21.58	12.56776	6.04348	8.29472	rna_meth_peak_22308
7	141750164	141750285	122	141750177	20.64	15.7934	8.14768	11.00369	rna_meth_peak_22309
7	143294430	143294465	36	143294439	11.26	8.55433	5.79315	4.95036	rna_meth_peak_22310
7	143381489	143381556	68	143381523	19.7	10.5758	5.43646	6.62309	rna_meth_peak_22311
7	143729779	143729814	36	143729796	21.58	16.35936	8.16875	11.48007	rna_meth_peak_22312
7	148760543	148760605	63	148760552	11.26	7.59355	5.17665	4.15105	rna_meth_peak_22313
7	148766403	148766505	103	148766464	12.2	10.54429	6.81638	6.59647	rna_meth_peak_22314
7	148766744	148766846	103	148766822	15.01	14.16219	8.27019	9.62887	rna_meth_peak_22315
7	148767483	148767542	60	148767509	15.01	14.97011	8.7588	10.30719	rna_meth_peak_22316
7	148767839	148767910	72	148767867	11.26	9.78769	6.57635	5.97217	rna_meth_peak_22317
7	148784156	148784228	73	148784190	15.95	15.26432	9.4583	10.55459	rna_meth_peak_22318
7	148786390	148786431	42	148786410	14.07	18.60792	10.93824	13.39785	rna_meth_peak_22319
7	148786722	148786762	41	148786738	15.95	14.42006	8.92067	9.84393	rna_meth_peak_22320
7	148786868	148786933	66	148786913	11.26	9.08008	6.12916	5.37936	rna_meth_peak_22321
7	148787171	148787281	111	148787176	10.32	7.99793	5.66006	4.4828	rna_meth_peak_22322
7	148788394	148788513	120	148788485	13.13	14.17364	8.76842	9.63618	rna_meth_peak_22323
7	148788784	148788840	57	148788823	13.13	14.17364	8.76842	9.63618	rna_meth_peak_22324
7	148790486	148790605	120	148790521	12.2	12.81295	8.18642	8.49778	rna_meth_peak_22325
7	148792911	148792970	60	148792959	10.32	6.99656	5.0089	3.65819	rna_meth_peak_22326
7	148807746	148807802	57	148807781	20.64	13.71666	6.92709	9.25357	rna_meth_peak_22327
7	148808920	148808971	52	148808934	11.26	8.71087	5.89342	5.06925	rna_meth_peak_22328
7	148810176	148810243	68	148810234	10.32	7.99793	5.66006	4.4828	rna_meth_peak_22329
7	148810532	148810569	38	148810556	11.26	10.6804	7.12693	6.7143	rna_meth_peak_22330
7	148814146	148814282	137	148814252	15.01	10.17231	5.83835	6.29795	rna_meth_peak_22331
7	148829564	148829600	37	148829578	15.95	9.60867	5.8285	5.82315	rna_meth_peak_22332
7	148832487	148832560	74	148832538	10.32	10.11075	6.97567	6.24251	rna_meth_peak_22333
7	148847064	148847103	40	148847076	11.26	8.25717	5.60252	4.70733	rna_meth_peak_22334
7	149012012	149012154	143	149012151	41.28	12.05923	3.52337	7.86638	rna_meth_peak_22335
7	149014753	149014867	115	149014782	18.76	8.13087	4.36481	4.59788	rna_meth_peak_22336
7	149015143	149015195	53	149015164	19.7	9.34883	4.80103	5.6051	rna_meth_peak_22337
7	149020900	149020962	63	149020951	24.39	10.5903	4.55725	6.63619	rna_meth_peak_22338
7	150246867	150246925	59	150246925	6.57	7.25146	5.71552	3.86127	rna_meth_peak_22339
7	150247138	150247206	69	150247165	8.44	9.00892	6.59479	5.32604	rna_meth_peak_22340
7	151035769	151035824	56	151035794	13.13	7.53305	4.71157	4.09943	rna_meth_peak_22341
7	151054069	151054118	50	151054092	13.13	8.22363	5.12721	4.67777	rna_meth_peak_22342
7	151057686	151057723	38	151057705	15.01	11.34224	6.54261	7.27154	rna_meth_peak_22343
7	151062115	151062156	42	151062125	17.83	9.61425	5.3482	5.82799	rna_meth_peak_22344
7	151066471	151066509	39	151066494	19.7	11.07728	5.70619	7.04662	rna_meth_peak_22345
7	151066757	151066839	83	151066764	17.83	9.1484	5.08802	5.43947	rna_meth_peak_22346
7	151067775	151067869	95	151067806	18.76	10.59881	5.67275	6.64401	rna_meth_peak_22347
7	151068068	151068141	74	151068124	15.95	8.04363	4.88508	4.52485	rna_meth_peak_22348
7	151070358	151070400	43	151070373	22.52	12.61428	5.84409	8.33472	rna_meth_peak_22349
7	151070644	151070723	80	151070693	24.39	11.89682	5.11956	7.73094	rna_meth_peak_22350
7	151070923	151070975	53	151070961	21.58	7.78797	3.78325	4.31386	rna_meth_peak_22351
7	151071352	151071418	67	151071404	26.27	9.529	3.89563	5.75359	rna_meth_peak_22352
7	151071869	151071920	52	151071892	25.33	13.54604	5.67973	9.11889	rna_meth_peak_22353
7	151075437	151075518	82	151075500	21.58	8.69688	4.17346	5.06395	rna_meth_peak_22354
7	151076189	151076337	149	151076251	28.15	11.7624	4.47845	7.62225	rna_meth_peak_22355
7	151077805	151077849	45	151077831	25.33	8.23475	3.53211	4.68808	rna_meth_peak_22356
7	151087115	151087175	61	151087122	14.07	7.19557	4.32632	3.8182	rna_meth_peak_22357
7	151116947	151117003	57	151116978	18.76	11.99815	6.47571	7.81454	rna_meth_peak_22358
7	151117220	151117297	78	151117277	22.52	14.89242	7.04091	10.2472	rna_meth_peak_22359
7	151117540	151117618	79	151117588	16.89	10.75147	6.26751	6.77315	rna_meth_peak_22360
7	151118384	151118452	69	151118397	23.45	11.41997	5.07783	7.33346	rna_meth_peak_22361
7	151128441	151128505	65	151128497	10.32	8.12253	5.74043	4.59045	rna_meth_peak_22362
7	151218921	151218965	45	151218932	20.64	6.98456	3.56159	3.64801	rna_meth_peak_22363
7	151225079	151225136	58	151225120	15.01	9.05529	5.18494	5.35955	rna_meth_peak_22364
7	151345535	151345623	89	151345610	15.01	9.96971	5.71824	6.12938	rna_meth_peak_22365
7	151376061	151376096	36	151376093	13.13	8.38034	5.22269	4.81014	rna_meth_peak_22366
7	151470781	151470816	36	151470803	15.01	11.71795	6.77173	7.58416	rna_meth_peak_22367
7	151484572	151484631	60	151484600	19.7	14.86465	7.90155	10.2238	rna_meth_peak_22368
7	151484899	151484957	59	151484925	18.76	14.11689	7.75662	9.59342	rna_meth_peak_22369
7	151490778	151490831	54	151490794	19.7	16.89913	9.1602	11.94479	rna_meth_peak_22370
7	151501925	151501961	37	151501946	11.26	9.08008	6.12916	5.37936	rna_meth_peak_22371
7	151502208	151502247	40	151502222	11.26	11.78581	7.77812	7.63808	rna_meth_peak_22372
7	152100979	152101014	36	152101008	10.32	10.19004	7.02241	6.31045	rna_meth_peak_22373
7	152107953	152108020	68	152107996	10.32	9.45645	6.58146	5.69464	rna_meth_peak_22374
7	152108413	152108448	36	152108436	11.26	11.48424	7.60441	7.38741	rna_meth_peak_22375
7	152110363	152110459	97	152110438	11.26	11.78581	7.77812	7.63808	rna_meth_peak_22376
7	152110722	152110786	65	152110778	8.44	8.17876	6.1323	4.63901	rna_meth_peak_22377
7	152156070	152156105	36	152156101	12.2	8.06754	5.25339	4.54644	rna_meth_peak_22378
7	152602403	152602442	40	152602424	15.95	18.28757	11.26947	13.12366	rna_meth_peak_22379
7	155298068	155298120	53	155298116	27.21	6.18721	2.72274	2.98795	rna_meth_peak_22380
7	155301418	155301510	93	155301433	22.52	14.12518	6.62664	9.60098	rna_meth_peak_22381
7	155301749	155301843	95	155301801	18.76	10.85552	5.817	6.86223	rna_meth_peak_22382
7	155302105	155302199	95	155302178	15.01	8.70908	4.98726	5.06925	rna_meth_peak_22383
7	155302628	155302672	45	155302655	26.27	15.49166	6.37731	10.74486	rna_meth_peak_22384
7	155302923	155303011	89	155302990	23.45	16.05192	7.40158	11.22259	rna_meth_peak_22385
7	155309284	155309323	40	155309297	38.47	10.00013	3.20757	6.15432	rna_meth_peak_22386
7	155309417	155309492	76	155309482	31.9	7.22622	2.88483	3.84347	rna_meth_peak_22387
7	155309787	155309875	89	155309805	37.53	6.33454	2.40798	3.1135	rna_meth_peak_22388
7	155665049	155665087	39	155665068	17.83	13.36884	7.60326	8.96823	rna_meth_peak_22389
7	156728522	156728557	36	156728538	10.32	15.33554	9.42208	10.60841	rna_meth_peak_22390
7	156728845	156728890	46	156728873	9.38	13.30043	8.53777	8.90677	rna_meth_peak_22391
7	156734390	156734425	36	156734408	8.44	11.90099	7.8603	7.73094	rna_meth_peak_22392
7	156761977	156762012	36	156762004	8.44	11.04554	7.54292	7.02238	rna_meth_peak_22393
7	156823706	156823741	36	156823714	8.44	9.00892	6.59479	5.32604	rna_meth_peak_22394
7	157139103	157139140	38	157139137	23.45	11.00531	4.89096	6.98875	rna_meth_peak_22395
7	157168900	157168952	53	157168935	15.01	14.68904	8.58964	10.06925	rna_meth_peak_22396
7	157170150	157170280	131	157170203	10.32	10.46538	7.18282	6.5314	rna_meth_peak_22397
7	157174765	157174831	67	157174815	9.38	10.73892	7.43691	6.76293	rna_meth_peak_22398
7	157175104	157175193	90	157175167	10.32	11.07473	7.52668	7.04448	rna_meth_peak_22399
7	157178931	157178986	56	157178974	8.44	8.91662	6.54542	5.24836	rna_meth_peak_22400
7	157183759	157183833	75	157183813	12.2	8.18918	5.32977	4.64642	rna_meth_peak_22401
7	157187030	157187112	83	157187044	15.01	10.22413	5.86917	6.33261	rna_meth_peak_22402
7	157201564	157201601	38	157201577	13.13	14.17364	8.76842	9.63618	rna_meth_peak_22403
7	157201916	157201960	45	157201931	7.51	6.74377	5.39692	3.45319	rna_meth_peak_22404
7	157207233	157207368	136	157207248	13.13	11.50625	7.1677	7.40469	rna_meth_peak_22405
7	157207562	157207735	174	157207633	20.64	16.76848	8.74	11.83338	rna_meth_peak_22406
7	157207928	157208094	167	157207970	14.07	10.95378	6.56485	6.94319	rna_meth_peak_22407
7	157217055	157217141	87	157217121	15.01	17.73375	10.34843	12.64827	rna_meth_peak_22408
7	157220865	157220932	68	157220898	15.95	14.16219	8.75479	9.62887	rna_meth_peak_22409
7	157223427	157223525	99	157223469	12.2	12.21393	7.8364	7.99332	rna_meth_peak_22410
7	157225248	157225306	59	157225274	15.95	12.80734	7.87606	8.49517	rna_meth_peak_22411
7	157225589	157225697	109	157225673	14.07	12.26021	7.37421	8.03082	rna_meth_peak_22412
7	157230926	157230975	50	157230946	14.07	7.79083	4.66364	4.31584	rna_meth_peak_22413
7	157248621	157248698	78	157248632	13.13	8.66151	5.39492	5.03221	rna_meth_peak_22414
7	157253822	157253950	129	157253877	13.13	9.03752	5.62687	5.34783	rna_meth_peak_22415
7	157254096	157254172	77	157254104	18.76	7.28745	3.95277	3.89407	rna_meth_peak_22416
7	157257090	157257164	75	157257136	14.07	10.03703	6.00035	6.1843	rna_meth_peak_22417
7	157337193	157337274	82	157337203	19.7	9.03822	4.64588	5.34783	rna_meth_peak_22418
7	157358728	157358790	63	157358762	15.95	9.60867	5.8285	5.82315	rna_meth_peak_22419
7	157363008	157363071	64	157363023	13.13	7.12934	4.47301	3.7596	rna_meth_peak_22420
7	157366683	157366721	39	157366688	12.2	8.7111	5.65888	5.06925	rna_meth_peak_22421
7	157382429	157382492	64	157382463	16.89	11.74242	6.88403	7.60428	rna_meth_peak_22422
7	158644138	158644209	72	158644182	15.01	10.91534	6.28379	6.91283	rna_meth_peak_22423
7	158644474	158644526	53	158644482	13.13	9.03752	5.62687	5.34783	rna_meth_peak_22424
7	158645368	158645453	86	158645425	10.32	11.41448	7.71125	7.32836	rna_meth_peak_22425
7	158646308	158646368	61	158646315	8.44	8.43442	6.27908	4.85268	rna_meth_peak_22426
7	158650656	158650763	108	158650755	9.38	9.79371	6.93608	5.97631	rna_meth_peak_22427
7	158651016	158651094	79	158651024	10.32	10.91424	7.43766	6.91283	rna_meth_peak_22428
7	158652210	158652257	48	158652227	11.26	9.08008	6.12916	5.37936	rna_meth_peak_22429
7	158652497	158652542	46	158652497	8.44	6.32186	4.97039	3.10348	rna_meth_peak_22430
7	158654448	158654518	71	158654506	12.2	12.94159	8.26021	8.60896	rna_meth_peak_22431
7	158655514	158655575	62	158655525	15.95	9.84673	5.97647	6.02312	rna_meth_peak_22432
7	158656435	158656548	114	158656504	17.83	13.02601	7.38841	8.67839	rna_meth_peak_22433
7	158658169	158658226	58	158658188	10.32	10.2168	7.03813	6.32807	rna_meth_peak_22434
7	158662418	158662516	99	158662438	16.89	14.6607	8.75121	10.0515	rna_meth_peak_22435
7	158664358	158664476	119	158664412	23.45	13.73767	6.18796	9.26755	rna_meth_peak_22436
7	158671364	158671480	117	158671404	15.95	11.7011	7.15763	7.56822	rna_meth_peak_22437
7	158675352	158675469	118	158675417	13.13	9.44462	5.87966	5.68894	rna_meth_peak_22438
7	158679796	158679925	130	158679806	9.38	8.69921	6.29971	5.06395	rna_meth_peak_22439
7	158680570	158680647	78	158680613	13.13	20.34557	11.62393	14.89832	rna_meth_peak_22440
7	158680918	158680961	44	158680949	12.2	16.93824	10.24573	11.97388	rna_meth_peak_22441
7	158683466	158683528	63	158683514	8.44	11.89807	7.8593	7.73094	rna_meth_peak_22442
7	158686011	158686057	47	158686033	9.38	10.97401	7.55379	6.95968	rna_meth_peak_22443
7	158686354	158686390	37	158686368	10.32	12.53324	8.27978	8.26442	rna_meth_peak_22444
7	158687191	158687262	72	158687208	9.38	11.09688	7.61362	7.06443	rna_meth_peak_22445
7	158687509	158687566	58	158687538	11.26	14.09847	8.98967	9.57897	rna_meth_peak_22446
7	158689710	158689745	36	158689721	11.26	8.87321	5.99722	5.20971	rna_meth_peak_22447
7	158690035	158690108	74	158690052	12.2	10.15478	6.57197	6.28139	rna_meth_peak_22448
7	158690448	158690540	93	158690513	14.07	10.32573	6.17741	6.41595	rna_meth_peak_22449
7	158704563	158704624	62	158704609	13.13	12.42301	7.73233	8.17339	rna_meth_peak_22450
7	158743730	158743789	60	158743758	14.07	11.66272	7.00413	7.5369	rna_meth_peak_22451
7	158749494	158749556	63	158749537	8.44	7.12424	5.49054	3.75675	rna_meth_peak_22452
7	158759354	158759407	54	158759382	13.13	17.29799	10.39316	12.28024	rna_meth_peak_22453
7	158759719	158759754	36	158759731	14.07	15.56412	9.35043	10.80868	rna_meth_peak_22454
7	158759922	158759959	38	158759941	15.01	16.9825	9.93243	12.0097	rna_meth_peak_22455
7	158760223	158760289	67	158760242	8.44	10.93824	7.49979	6.93073	rna_meth_peak_22456
7	158762930	158762965	36	158762943	8.44	9.00892	6.59479	5.32604	rna_meth_peak_22457
7	158764528	158764590	63	158764562	9.38	9.44858	6.74151	5.68991	rna_meth_peak_22458
7	158767494	158767555	62	158767504	8.44	10.09131	7.13273	6.22631	rna_meth_peak_22459
7	158788193	158788260	68	158788228	12.2	16.93824	10.24573	11.97388	rna_meth_peak_22460
8	6732454	6732489	36	6732475	9.38	13.30043	8.53777	8.90677	rna_meth_peak_22461
8	11808643	11808701	59	11808689	17.83	8.16434	4.55607	4.62875	rna_meth_peak_22462
8	11808983	11809041	59	11808997	15.01	7.59581	4.36984	4.15105	rna_meth_peak_22463
8	11809524	11809645	122	11809572	20.64	9.98803	4.93619	6.14493	rna_meth_peak_22464
8	11809866	11810001	136	11809908	20.64	9.98803	4.93619	6.14493	rna_meth_peak_22465
8	11821616	11821701	86	11821623	15.01	9.16153	5.2461	5.45062	rna_meth_peak_22466
8	11821927	11822039	113	11821950	22.52	15.92613	7.61549	11.11775	rna_meth_peak_22467
8	11825890	11825942	53	11825915	21.58	11.73046	5.61094	7.59383	rna_meth_peak_22468
8	11826215	11826370	156	11826267	21.58	11.93097	5.71317	7.7588	rna_meth_peak_22469
8	11847916	11847977	62	11847943	34.71	22.38033	7.90603	16.65827	rna_meth_peak_22470
8	11850711	11850778	68	11850752	14.07	12.58429	7.57432	8.31065	rna_meth_peak_22471
8	11851037	11851122	86	11851050	15.95	13.72868	8.47464	9.26092	rna_meth_peak_22472
8	11852446	11852538	93	11852513	12.2	12.6258	8.07817	8.34065	rna_meth_peak_22473
8	11852792	11852858	67	11852844	11.26	10.6804	7.12693	6.7143	rna_meth_peak_22474
8	11853174	11853253	80	11853237	11.26	12.10776	7.95994	7.90515	rna_meth_peak_22475
8	11853493	11853534	42	11853514	15.95	16.9825	10.51444	12.0097	rna_meth_peak_22476
8	11867870	11867956	87	11867896	16.89	15.42276	9.2394	10.68365	rna_meth_peak_22477
8	12743398	12743433	36	12743428	8.44	11.69831	7.78929	7.56789	rna_meth_peak_22478
8	13340303	13340345	43	13340321	9.38	13.59764	8.64119	9.15628	rna_meth_peak_22479
8	15623291	15623414	124	15623355	15.01	11.7011	6.76144	7.56822	rna_meth_peak_22480
8	15650535	15650645	111	15650629	14.07	12.69653	7.64345	8.39803	rna_meth_peak_22481
8	15650869	15650972	104	15650944	13.13	11.50625	7.1677	7.40469	rna_meth_peak_22482
8	15659370	15659463	94	15659385	11.26	9.78769	6.57635	5.97217	rna_meth_peak_22483
8	15659680	15659804	125	15659747	15.01	14.68904	8.58964	10.06925	rna_meth_peak_22484
8	15662034	15662129	96	15662105	13.13	14.17364	8.76842	9.63618	rna_meth_peak_22485
8	15662342	15662467	126	15662397	11.26	11.20074	7.4383	7.14902	rna_meth_peak_22486
8	15673593	15673647	55	15673617	13.13	15.31046	9.39807	10.58965	rna_meth_peak_22487
8	15673931	15673999	69	15673956	15.95	18.28757	11.26947	13.12366	rna_meth_peak_22488
8	15730499	15730552	54	15730527	14.07	19.59016	11.38436	14.23725	rna_meth_peak_22489
8	15730833	15730898	66	15730864	15.95	19.32933	11.83609	14.01586	rna_meth_peak_22490
8	15743372	15743444	73	15743427	15.01	17.38907	10.15932	12.35395	rna_meth_peak_22491
8	15743737	15743778	42	15743762	13.13	14.17364	8.76842	9.63618	rna_meth_peak_22492
8	15748206	15748280	75	15748221	13.13	14.17364	8.76842	9.63618	rna_meth_peak_22493
8	15764386	15764488	103	15764404	19.7	12.45948	6.47749	8.20233	rna_meth_peak_22494
8	17195375	17195410	36	17195393	9.38	13.59764	8.64119	9.15628	rna_meth_peak_22495
8	17195705	17195772	68	17195709	6.57	8.64976	6.29853	5.02284	rna_meth_peak_22496
8	17210123	17210191	69	17210129	8.44	9.33501	6.76485	5.59223	rna_meth_peak_22497
8	17221728	17221799	72	17221791	15.01	13.22648	7.69764	8.84483	rna_meth_peak_22498
8	17221855	17221927	73	17221903	14.07	6.17367	3.76822	2.98153	rna_meth_peak_22499
8	17548931	17548993	63	17548961	5.63	6.54252	5.29485	3.28617	rna_meth_peak_22500
8	17551652	17551730	79	17551721	7.51	10.24992	7.07942	6.34855	rna_meth_peak_22501
8	17966224	17966291	68	17966239	16.89	7.6155	4.4452	4.16756	rna_meth_peak_22502
8	18011863	18011922	60	18011890	11.26	7.71821	5.25657	4.25105	rna_meth_peak_22503
8	18029269	18029313	45	18029286	17.83	17.62208	10.2985	12.55597	rna_meth_peak_22504
8	18056594	18056704	111	18056693	13.13	9.7357	6.06119	5.92667	rna_meth_peak_22505
8	18083881	18083916	36	18083893	12.2	9.62345	6.23653	5.83462	rna_meth_peak_22506
8	19824114	19824159	46	19824136	19.7	15.41941	8.24126	10.68156	rna_meth_peak_22507
8	19824990	19825039	50	19825035	10.32	9.68723	6.72216	5.89038	rna_meth_peak_22508
8	19830247	19830362	116	19830263	10.32	11.78257	7.90511	7.63771	rna_meth_peak_22509
8	19832203	19832268	66	19832214	8.44	10.53765	7.33209	6.59248	rna_meth_peak_22510
8	20197553	20197674	122	20197580	19.7	23.41577	13.13582	17.5575	rna_meth_peak_22511
8	20210179	20210266	88	20210204	9.38	11.8732	7.97138	7.71156	rna_meth_peak_22512
8	20210755	20210791	37	20210764	8.44	10.39797	7.27112	6.47418	rna_meth_peak_22513
8	20211027	20211121	95	20211090	10.32	13.37992	8.66778	8.97813	rna_meth_peak_22514
8	20212309	20212347	39	20212335	8.44	9.16827	6.67874	5.45719	rna_meth_peak_22515
8	20212971	20213061	91	20212974	9.38	10.04174	7.07216	6.18579	rna_meth_peak_22516
8	20214735	20214784	50	20214765	15.01	15.57289	9.11793	10.8141	rna_meth_peak_22517
8	20217408	20217475	68	20217446	11.26	11.03848	7.34207	7.01852	rna_meth_peak_22518
8	20220444	20220667	224	20220569	14.07	8.41215	5.0243	4.83565	rna_meth_peak_22519
8	20221096	20221223	128	20221116	17.83	10.90776	6.09639	6.90906	rna_meth_peak_22520
8	20221298	20221508	211	20221363	22.52	15.61734	7.44197	10.8522	rna_meth_peak_22521
8	21919910	21919951	42	21919937	15.95	13.44739	8.29221	9.03378	rna_meth_peak_22522
8	21967075	21967117	43	21967086	11.26	11.20074	7.4383	7.14902	rna_meth_peak_22523
8	21976540	21976600	61	21976593	14.07	10.03703	6.00035	6.1843	rna_meth_peak_22524
8	21977634	21977671	38	21977643	14.07	13.9576	8.41121	9.45182	rna_meth_peak_22525
8	21981581	21981683	103	21981585	7.51	7.97649	6.0928	4.47218	rna_meth_peak_22526
8	21981906	21982036	131	21981933	12.2	14.70702	9.21544	10.08286	rna_meth_peak_22527
8	21982567	21982624	58	21982596	15.95	15.57289	9.65221	10.8141	rna_meth_peak_22528
8	21982881	21982980	100	21982951	17.83	18.30368	10.72076	13.13666	rna_meth_peak_22529
8	21984559	21984654	96	21984649	12.2	6.6833	4.39884	3.40181	rna_meth_peak_22530
8	21984849	21984916	68	21984851	9.38	6.95301	5.19096	3.62061	rna_meth_peak_22531
8	21985431	21985506	76	21985480	14.07	14.86879	8.95065	10.22577	rna_meth_peak_22532
8	21985755	21985858	104	21985835	14.07	14.86879	8.95065	10.22577	rna_meth_peak_22533
8	21987025	21987093	69	21987030	10.32	8.28858	5.84717	4.7312	rna_meth_peak_22534
8	21988854	21988903	50	21988872	14.07	15.56412	9.35043	10.80868	rna_meth_peak_22535
8	21989185	21989245	61	21989219	14.07	15.20639	9.14617	10.50808	rna_meth_peak_22536
8	21990703	21990738	36	21990730	14.07	11.29696	6.77738	7.23161	rna_meth_peak_22537
8	21995333	21995403	71	21995368	16.89	14.96062	8.94373	10.30162	rna_meth_peak_22538
8	21998600	21998657	58	21998637	9.38	7.06539	5.26467	3.71782	rna_meth_peak_22539
8	21998922	21999002	81	21998939	16.89	11.50455	6.73474	7.40469	rna_meth_peak_22540
8	21999391	21999466	76	21999455	19.7	14.34857	7.58873	9.78167	rna_meth_peak_22541
8	21999748	21999821	74	21999812	9.38	8.2699	6.036	4.716	rna_meth_peak_22542
8	22139251	22139343	93	22139266	12.2	10.34566	6.69194	6.43217	rna_meth_peak_22543
8	22194319	22194354	36	22194328	8.44	7.805	5.9112	4.32889	rna_meth_peak_22544
8	22356017	22356052	36	22356041	10.32	10.19004	7.02241	6.31045	rna_meth_peak_22545
8	22408238	22408295	58	22408241	9.38	7.7053	5.67939	4.24264	rna_meth_peak_22546
8	22420989	22421060	72	22421003	13.13	6.95886	4.37336	3.62425	rna_meth_peak_22547
8	22604932	22604986	55	22604957	18.76	12.97589	7.05852	8.63855	rna_meth_peak_22548
8	22605919	22605998	80	22605973	19.7	13.80455	7.26286	9.32637	rna_meth_peak_22549
8	22606271	22606341	71	22606327	16.89	11.02801	6.43805	7.0095	rna_meth_peak_22550
8	22606770	22606851	82	22606793	15.95	8.27419	5.02052	4.71903	rna_meth_peak_22551
8	22607055	22607148	94	22607131	20.64	12.67579	6.34239	8.38544	rna_meth_peak_22552
8	22607417	22607471	55	22607418	12.2	6.91246	4.538	3.59943	rna_meth_peak_22553
8	22608153	22608226	74	22608213	14.07	8.45916	5.05191	4.86991	rna_meth_peak_22554
8	25332459	25332494	36	25332466	6.57	8.64976	6.29853	5.02284	rna_meth_peak_22555
8	25435589	25435624	36	25435602	8.44	11.90099	7.8603	7.73094	rna_meth_peak_22556
8	25479857	25479894	38	25479873	10.32	11.78257	7.90511	7.63771	rna_meth_peak_22557
8	25487436	25487493	58	25487464	10.32	9.45645	6.58146	5.69464	rna_meth_peak_22558
8	26339105	26339141	37	26339121	14.07	10.47609	6.26992	6.54031	rna_meth_peak_22559
8	26360849	26360888	40	26360864	12.2	10.34566	6.69194	6.43217	rna_meth_peak_22560
8	26361177	26361225	49	26361204	12.2	10.34566	6.69194	6.43217	rna_meth_peak_22561
8	26362882	26363001	120	26362897	10.32	11.78257	7.90511	7.63771	rna_meth_peak_22562
8	26363899	26363951	53	26363912	12.2	12.50471	8.00759	8.24054	rna_meth_peak_22563
8	26364016	26364063	48	26364044	12.2	11.9388	7.67239	7.76369	rna_meth_peak_22564
8	26411533	26411642	110	26411552	10.32	9.8075	6.79479	5.98835	rna_meth_peak_22565
8	26411720	26411805	86	26411801	8.44	7.38833	5.65629	3.97921	rna_meth_peak_22566
8	26412604	26412742	139	26412612	16.89	10.25134	5.96249	6.3487	rna_meth_peak_22567
8	26581809	26581845	37	26581818	9.38	9.44858	6.74151	5.68991	rna_meth_peak_22568
8	26582155	26582190	36	26582190	9.38	6.95301	5.19096	3.62061	rna_meth_peak_22569
8	26583706	26583791	86	26583790	12.2	6.6833	4.39884	3.40181	rna_meth_peak_22570
8	26624355	26624466	112	26624437	11.26	11.78581	7.77812	7.63808	rna_meth_peak_22571
8	26627059	26627120	62	26627114	9.38	8.47853	6.16504	4.88306	rna_meth_peak_22572
8	26627408	26627448	41	26627440	10.32	9.45645	6.58146	5.69464	rna_meth_peak_22573
8	26634647	26634742	96	26634655	12.2	11.42963	7.36412	7.3406	rna_meth_peak_22574
8	26643356	26643419	64	26643403	16.89	16.28375	9.78527	11.41952	rna_meth_peak_22575
8	26647502	26647553	52	26647526	13.13	9.30518	5.79291	5.57067	rna_meth_peak_22576
8	26652201	26652255	55	26652203	13.13	8.54236	5.3218	4.94188	rna_meth_peak_22577
8	26657872	26657989	118	26657967	16.89	12.05332	7.08022	7.86129	rna_meth_peak_22578
8	27064690	27064752	63	27064717	12.2	12.50471	8.00759	8.24054	rna_meth_peak_22579
8	27064872	27064917	46	27064888	15.01	16.6	9.71546	11.68892	rna_meth_peak_22580
8	27065126	27065162	37	27065147	14.07	15.94443	9.56402	11.13178	rna_meth_peak_22581
